time,turbine_num,wind_speed,kw,wind_speed_sd,wind_speed_max,torque_actual_value,blade_1_actual_angle,blade_2_actual_angle,blade_3_actual_angle,blade_1_2_act_angle_diff,blade_2_3_act_angle_diff,blade_3_1_act_angle_diff,ot,sot,dt,lot,wot,est,mt,rt,eect
2015-12-24 14:50:00,21,0.2953216374269006,0.5430117254096934,0.18530701754385964,0.24347988077496274,0.5825901512214037,0.45247770971068113,0.45478524859403774,0.017475111205253125,0.0018381109530446434,0.009015380229028194,0.007328961228083827,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-24 15:00:00,21,0.36289798570500326,0.8591385129257855,0.1907894736842105,0.2619225037257824,0.8598293912369135,0.4744950567113483,0.47275170457373217,0.05602626562169032,0.0016630529359053878,0.00875280310452046,0.007239585149905271,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-24 15:10:00,21,0.38888888888888895,0.8928360182317943,0.22258771929824556,0.32395678092399405,0.8878441256300892,0.481712864681264,0.47872393370825667,0.06884134717220927,0.0017505819511407373,0.008665277262149664,0.007060832828831026,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-24 15:20:00,21,0.3541260558804419,0.8031244563515535,0.16557017543859648,0.2660208643815201,0.8018611865063977,0.4677018256808394,0.4673269297765391,0.04416437195509426,0.001925639940950526,0.009015380229028189,0.007239585149905282,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-24 15:30:00,21,0.24788823911630933,0.3542361086948958,0.15460526315789475,0.20230998509687034,0.4287514540519581,0.44859586340753316,0.4515005225700493,0.01080279601779284,0.0016630529359053835,0.008752803104520458,0.007239585149905276,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-24 15:40:00,21,0.2384665367121508,0.284603875995964,0.14692982456140347,0.19355439642324887,0.36971694455215204,0.4481712864681264,0.45100283680883896,0.009955517898750266,0.0014004658168763778,0.008577751353789022,0.007328961228083826,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-24 15:50:00,21,0.3141650422352177,0.6133293900699349,0.1567982456140351,0.23770491803278687,0.6352268321054673,0.4552677867410687,0.4569750659433634,0.022346960389747934,0.001663052935905385,0.008840328880234843,0.007328961228083826,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-24 16:00:00,21,0.24788823911630933,0.36118437075954213,0.14912280701754382,0.1987704918032787,0.4360217138425746,0.44859586340753316,0.45164982829841244,0.010696886252912518,0.0019256399409505387,0.009102905800774075,0.007328961228083825,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-24 16:10:00,21,0.20727745289148802,0.1782331860408476,0.1589912280701754,0.19150521609538004,0.26269872043427683,0.44829259416509976,0.4513512168416862,0.010061427663630586,0.001838110953044644,0.009102905800774073,0.0074183372504491455,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-24 16:20:00,21,0.21182586094866798,0.18922097352214606,0.13267543859649122,0.1676602086438152,0.28082590151221404,0.4478073633772063,0.4509530682327179,0.00921414954458801,0.0018381109530446436,0.009102905800774075,0.0074183372504491455,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-24 16:30:00,21,0.22417153996101366,0.18692112313419854,0.11293859649122807,0.15946348733233978,0.2801473439317565,0.4477467095287196,0.45090329965659687,0.009108239779707688,0.0018381109530446443,0.009102905800774075,0.007418337250449145,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-24 16:40:00,21,0.22222222222222227,0.18248843116105912,0.07456140350877193,0.14567809239940388,0.2811167119038387,0.4476860556802329,0.4508535310804758,0.009002330014827368,0.0018381109530446447,0.009102905800774073,0.007418337250449144,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
